"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"13157",3415,304,14,242,21,5036,181,232,191,3963,3,38
"13158",3364,24,3,234,75,4235,218,233,152,3912,1,40
"13159",3347,125,15,830,108,2853,244,228,109,2499,3,39
"13160",3143,159,11,67,5,2126,231,242,141,2674,1,29
"13161",3424,78,20,201,21,3479,241,200,81,2676,1,37
"13162",3373,124,14,721,10,693,243,229,113,351,2,38
"13163",3374,52,13,361,25,3261,226,211,116,1584,3,39
"13164",3365,225,1,108,1,2671,217,240,160,607,3,38
"13165",3386,174,9,1106,184,3148,226,245,152,1150,3,38
"13166",3289,13,5,0,0,4068,215,229,151,3768,1,38
"13167",3384,174,17,277,24,1689,228,246,144,3027,1,40
"13168",3489,263,15,323,42,1436,181,246,203,1871,2,40
"13169",3413,342,15,283,46,5310,187,215,167,3483,3,38
"13170",3369,348,13,771,98,1207,194,217,161,1736,3,38
"13171",3372,303,7,212,19,1524,202,237,174,872,3,38
"13172",3389,76,13,636,110,1820,236,216,109,1830,1,39
"13173",3425,352,12,663,86,1516,199,219,158,1482,3,38
"13174",3478,129,16,30,-4,1803,244,229,108,1869,2,39
"13175",3409,337,22,330,42,4375,168,205,173,3770,1,40
"13176",3552,341,19,330,58,1723,177,208,168,2177,2,40
"13177",3304,307,22,256,-20,3699,155,221,204,3893,1,38
"13178",3255,55,16,420,90,3302,228,205,106,2045,3,39
"13179",3270,40,12,420,112,870,221,214,126,2172,1,39
"13180",3246,103,22,277,85,2589,251,205,71,3143,3,39
"13181",3375,323,15,192,10,2575,181,224,182,2461,3,38
"13182",3403,167,11,360,6,2337,229,244,145,323,3,40
"13183",3315,18,7,30,1,3728,215,226,148,2364,1,37
"13184",3552,84,32,335,50,2581,245,169,28,3824,1,40
"13185",3252,104,24,67,12,2126,252,202,64,90,3,39
"13186",3320,60,9,484,90,811,227,221,127,1206,3,39
"13187",3415,151,17,190,36,1868,239,238,121,3104,1,40
"13188",3280,32,10,108,3,3805,218,218,134,3868,1,38
"13189",3376,1,11,295,77,4298,205,220,152,3852,1,40
"13190",3427,253,11,42,8,5299,196,247,189,3902,3,38
"13191",3335,185,15,120,19,3720,221,249,157,1889,3,38
"13192",3292,68,10,67,-4,2947,231,220,121,1879,3,38
"13193",3403,35,13,616,171,3275,218,211,127,1869,3,39
"13194",3298,146,9,361,74,2974,233,239,138,2333,1,29
"13195",3367,339,15,837,96,1177,187,218,169,1889,3,38
"13196",3281,324,21,376,102,4419,161,212,188,1326,1,38
"13197",3241,106,23,277,72,1376,252,204,67,1355,1,30
"13198",3358,9,14,85,16,4421,203,211,144,4126,1,39
"13199",3431,358,9,992,92,1396,207,224,155,1704,3,38
"13200",3307,117,4,108,11,3861,227,236,143,2361,1,38
"13201",3193,127,20,30,-16,2454,249,222,92,2880,1,29
"13202",3253,23,19,911,121,2248,205,196,122,2190,3,40
"13203",3458,114,22,424,65,2239,251,212,77,3462,1,40
"13204",3390,319,14,534,46,5123,183,226,183,3187,3,38
"13205",3310,166,20,30,2,2058,232,242,132,886,3,22
"13206",3230,197,5,85,5,1987,219,244,161,120,3,35
"13207",3274,76,25,417,40,3662,241,185,59,1650,1,39
"13208",3548,334,22,180,54,1806,163,204,177,2210,2,40
"13209",3404,303,10,297,16,4946,193,236,182,3967,3,38
"13210",3415,70,6,212,37,2673,226,229,137,2291,1,40
"13211",3326,94,7,339,65,990,232,229,130,1237,3,39
"13212",3348,36,9,120,25,2917,220,221,136,2282,1,39
"13213",3471,318,15,492,143,1198,181,226,185,1541,2,40
"13214",3239,214,7,162,39,2673,214,247,169,2641,1,29
"13215",3412,44,16,323,63,3120,222,202,110,1425,3,39
"13216",3299,81,10,67,4,3432,233,223,121,2592,3,23
"13217",3286,110,21,255,44,1006,251,211,78,1092,3,39
"13218",3358,185,13,738,125,4357,222,249,158,2318,3,38
"13219",3415,326,3,757,176,3063,211,235,163,1890,3,38
"13220",3309,48,22,268,15,1827,222,185,86,2737,1,39
"13221",3457,312,22,150,10,1509,156,218,200,1872,2,40
"13222",3254,137,18,67,15,3159,244,231,108,2948,3,39
"13223",3375,238,6,404,59,3678,209,245,173,2190,3,38
"13224",3254,108,8,30,-2,3987,233,232,130,1981,1,38
"13225",3419,3,12,319,87,3803,203,216,150,3291,3,32
"13226",3237,11,16,960,111,2174,202,206,139,2197,3,38
"13227",3311,348,21,175,-13,3778,175,200,160,3864,1,38
"13228",3323,93,10,319,62,992,236,225,120,1208,3,39
"13229",3363,339,14,30,7,1616,188,218,169,1809,2,38
"13230",3279,57,18,426,-35,3313,229,200,97,1978,3,39
"13231",3202,285,24,30,13,4015,145,231,222,1419,1,38
"13232",3312,57,11,484,98,782,228,216,120,1173,3,39
"13233",3330,108,8,313,45,2594,233,232,130,1524,3,38
"13234",3332,103,17,295,78,2557,246,216,92,2568,1,39
"13235",3279,108,19,60,-18,2486,249,214,85,3959,2,33
"13236",3256,295,8,335,77,4518,198,238,180,1423,1,38
"13237",3279,45,6,451,9,3632,222,227,141,1127,3,34
"13238",3697,34,7,1142,288,5126,219,225,142,3400,3,40
"13239",3250,10,12,67,0,3918,206,215,145,1842,1,38
"13240",3395,349,11,997,145,1254,200,222,160,1853,3,38
"13241",3390,163,9,779,184,1376,229,243,146,1830,3,38
"13242",3263,110,19,319,97,1471,249,215,87,1448,1,29
"13243",3405,326,15,404,49,5275,181,221,180,3335,3,38
"13244",3175,180,10,42,3,2758,224,247,155,2618,1,29
"13245",3354,176,13,1075,115,2708,226,247,150,1930,3,38
"13246",3314,319,13,618,69,3369,186,227,181,3520,3,40
"13247",3307,349,8,0,0,3523,206,227,160,2474,3,23
"13248",3212,12,18,95,21,3612,198,200,135,3345,1,23
"13249",3475,330,13,404,35,5134,189,224,174,4261,3,38
"13250",3310,83,41,153,110,2654,239,138,0,391,3,39
"13251",3215,127,24,255,70,2455,251,217,80,3159,3,39
"13252",3185,178,13,67,-23,2359,225,247,152,2970,1,29
"13253",3232,290,26,297,50,4153,140,226,222,2249,3,39
"13254",3324,103,11,247,27,2659,238,226,118,1589,3,38
"13255",3408,78,14,576,175,2135,237,213,104,1489,1,39
"13256",3364,343,19,417,22,5195,179,208,166,3241,3,38
"13257",3691,30,13,1148,282,5120,216,211,129,3451,3,40
"13258",3378,262,7,418,56,3816,202,244,180,2148,3,38
"13259",3437,323,16,582,96,1784,179,222,182,537,3,39
"13260",3308,213,12,42,2,2639,209,251,176,511,3,38
"13261",3232,120,9,30,-3,4039,236,233,128,1880,1,38
"13262",3428,322,19,576,92,1694,167,217,188,626,3,39
"13263",3196,6,11,30,5,3578,206,218,149,3308,1,23
"13264",3689,4,13,1224,334,5217,202,214,148,3613,3,40
"13265",3600,348,18,234,83,1983,185,209,161,2389,2,40
"13266",3491,17,13,511,143,4198,209,213,139,3319,3,40
"13267",3356,157,9,218,30,1203,230,242,143,1528,3,39
"13268",3391,202,5,0,0,2777,218,244,163,511,3,38
"13269",3337,352,18,516,28,3676,187,208,157,3495,3,40
"13270",3306,206,33,134,52,2228,179,247,181,759,3,39
"13271",3414,64,8,759,185,750,228,224,129,313,2,40
"13272",3354,351,19,531,20,3783,184,205,157,3508,3,40
"13273",3288,352,16,170,-16,3799,190,211,158,3971,1,38
"13274",3243,340,14,124,18,1900,190,219,167,324,3,35
"13275",3546,328,21,240,52,1766,165,211,183,2190,2,40
"13276",3372,310,7,335,34,1509,200,235,175,819,3,38
"13277",3468,342,26,350,187,1144,156,190,166,1661,2,39
"13278",3346,86,16,201,26,2697,242,211,95,1663,3,38
"13279",3238,169,35,162,79,1608,222,229,107,525,3,39
"13280",3368,41,16,541,19,3461,221,204,115,1670,3,39
"13281",3201,95,17,0,0,2940,245,213,91,2442,1,29
"13282",3291,322,23,390,112,4394,154,209,192,1302,1,38
"13283",3340,0,14,467,101,2970,199,213,151,2202,3,40
"13284",3457,322,3,750,-35,1050,212,236,162,458,2,40
"13285",3235,92,8,95,10,1885,233,228,128,218,3,35
"13286",3359,187,6,108,-7,4554,221,244,159,4258,3,23
"13287",3384,52,8,67,6,2654,225,222,131,2317,1,39
"13288",3442,299,17,228,25,5162,171,232,200,4020,3,38
"13289",3433,276,11,1092,250,4775,191,242,191,2989,3,40
"13290",3413,179,11,454,213,2519,225,247,154,700,3,38
"13291",3394,135,12,67,-6,3046,239,234,123,953,3,35
"13292",3230,71,16,67,11,2516,236,207,98,404,3,39
"13293",3452,27,6,816,89,953,217,226,145,390,2,40
"13294",3381,101,16,342,59,2006,245,217,97,3309,1,40
"13295",3163,82,30,95,47,1383,244,172,35,782,3,39
"13296",3259,296,25,339,74,4213,143,224,217,2308,3,39
"13297",3372,158,12,962,170,3113,233,242,138,997,3,38
"13298",3313,208,11,661,86,4228,212,251,173,1981,1,23
"13299",3263,84,11,85,4,2744,235,222,117,1679,3,38
"13300",3383,348,12,592,44,1392,197,220,161,1383,3,38
"13301",3418,310,7,510,-26,4820,200,235,175,4158,3,38
"13302",3430,311,10,499,36,4913,193,233,180,4181,3,38
"13303",3268,89,16,242,-22,3103,243,212,93,2040,3,38
"13304",3363,132,31,95,56,1897,251,207,58,745,3,40
"13305",3295,71,16,60,-11,1832,236,208,99,912,3,39
"13306",3294,82,12,150,35,3074,237,219,111,2353,1,39
"13307",3402,106,14,684,245,1530,243,223,107,999,3,40
"13308",3772,10,17,1061,363,4887,199,203,138,3009,3,40
"13309",3340,190,17,618,107,4412,218,251,161,2372,3,38
"13310",3454,326,10,499,35,5016,195,229,173,4265,3,38
"13311",3297,118,11,272,64,2120,239,230,119,1273,1,29
"13312",3545,63,11,127,52,1509,230,218,121,1168,2,40
"13313",3354,266,22,268,71,3489,157,243,221,1550,3,32
"13314",3325,209,10,0,0,4504,213,249,171,3336,3,35
"13315",3431,171,13,450,231,2501,229,245,146,691,3,38
"13316",3337,1,20,335,148,4195,188,199,145,3797,3,40
"13317",3300,343,6,108,9,4097,208,231,161,3881,1,38
"13318",3304,147,18,60,9,942,242,235,115,1243,2,24
"13319",3252,87,10,127,13,2676,235,224,119,1616,3,38
"13320",3367,330,15,60,23,4260,183,220,176,4109,1,39
"13321",3183,179,16,218,64,1943,225,248,151,2698,1,29
"13322",3611,103,34,481,109,2573,253,175,20,3733,1,40
"13323",3450,317,17,624,109,1822,174,223,188,497,3,39
"13324",3305,36,23,228,76,2147,211,182,96,1215,3,39
"13325",3352,81,6,201,30,1884,229,229,134,3255,1,38
"13326",3749,16,19,997,340,4864,200,196,128,3003,3,40
"13327",3430,88,6,525,-62,994,230,229,133,607,2,38
"13328",3418,92,17,845,-74,872,244,212,91,297,2,38
"13329",3264,21,14,1120,247,2245,210,209,133,2067,3,38
"13330",3462,150,23,134,55,4084,242,232,106,4060,3,33
"13331",3407,152,20,212,31,1816,240,236,117,3081,1,40
"13332",3341,95,22,228,6,2058,249,201,69,3311,1,38
"13333",3404,4,15,285,64,3158,200,211,147,1864,1,39
"13334",3200,86,15,0,0,2790,241,214,0,242,3,39
"13335",3401,308,8,242,28,2280,197,235,178,2571,3,38
"13336",3367,32,3,30,1,4570,219,232,150,4441,3,23
"13337",3363,345,10,660,92,1231,200,224,163,1515,3,38
"13338",3322,334,17,67,25,2352,178,215,175,437,3,39
"13339",3371,72,7,648,132,3031,228,227,133,2460,3,32
"13340",3320,66,10,0,0,2899,230,219,121,1824,3,38
"13341",3218,24,23,67,24,4134,200,183,110,1357,1,38
"13342",3223,146,38,150,66,1302,240,205,56,819,3,39
"13343",3336,176,15,671,57,4270,226,247,149,2230,3,38
"13344",3400,66,24,60,16,1772,235,185,68,1919,2,39
"13345",3397,82,27,210,57,3050,245,183,50,1964,1,39
"13346",3346,28,13,190,15,3586,215,212,132,2746,3,39
"13347",3290,87,38,212,63,2424,244,150,0,525,3,39
"13348",3443,280,18,875,250,4830,168,239,209,2977,3,39
"13349",3332,103,14,190,10,1973,243,221,103,3312,1,38
"13350",3300,45,15,480,135,3429,223,207,115,1935,3,39
"13351",3376,94,4,594,37,1590,225,234,144,2429,3,32
"13352",3242,12,12,1019,225,2139,207,215,143,2165,3,38
"13353",3301,60,12,492,101,726,229,215,118,1140,3,39
"13354",3350,76,8,376,28,1008,230,226,128,2586,3,31
"13355",3404,90,15,212,7,2263,242,215,99,3605,1,38
"13356",3402,352,15,201,35,5251,193,213,158,3541,3,38
"13357",3310,349,14,824,194,1359,193,215,161,1704,3,39
"13358",3252,76,20,212,91,3555,240,199,80,618,3,32
"13359",3716,357,13,1092,270,5192,198,215,154,3354,3,40
"13360",3371,170,10,1140,132,2816,227,245,149,1683,3,38
"13361",3207,42,17,190,42,3327,220,199,109,3603,1,23
"13362",3437,352,9,1024,98,1382,205,225,158,1718,3,38
"13363",3355,15,3,417,27,811,217,233,154,2100,3,32
"13364",3421,282,13,1072,239,4715,184,241,196,2932,3,40
"13365",3233,210,9,127,11,3949,213,249,171,2583,1,23
"13366",3327,104,10,566,117,495,237,228,121,234,2,38
"13367",3381,129,20,67,-11,3026,248,225,96,939,3,35
"13368",3375,107,13,700,136,2971,241,224,110,2432,3,39
"13369",3139,26,40,450,143,510,170,124,61,1974,1,30
"13370",3280,94,17,309,80,895,245,212,91,1036,3,39
"13371",3375,160,17,750,96,4323,235,241,131,2285,3,38
"13372",3212,181,14,60,9,2807,224,248,154,2520,1,29
"13373",3279,122,3,42,1,3889,225,237,147,3683,1,38
"13374",3273,140,7,67,-2,3754,231,238,139,3650,1,38
"13375",3405,328,11,552,49,5147,194,228,173,3221,3,38
"13376",3368,346,4,499,29,900,212,233,159,2311,3,32
"13377",3345,90,19,480,188,1296,245,206,81,999,3,39
"13378",3480,143,24,210,73,4023,246,226,94,3937,3,33
"13379",3379,254,4,362,46,3588,210,242,170,2264,3,38
"13380",3323,45,24,212,68,2233,218,180,84,1216,3,39
"13381",3402,157,14,30,2,2795,235,241,134,696,3,35
"13382",3416,241,13,1273,135,3842,194,251,193,2681,3,27
"13383",3378,68,20,180,125,4137,236,195,81,4142,1,39
"13384",3224,108,3,0,0,3207,225,236,146,2133,1,38
"13385",3376,173,10,1116,137,2845,226,245,151,1677,3,38
"13386",3455,37,5,841,92,939,220,229,146,362,2,40
"13387",3236,47,31,95,31,1611,213,158,58,685,3,39
"13388",3305,87,15,190,52,4043,241,215,100,4024,1,38
"13389",3322,37,16,376,111,3499,218,202,116,2024,3,31
"13390",3139,327,5,60,1,2183,208,234,165,2597,1,30
"13391",3410,91,10,95,5,2910,236,224,119,808,3,35
"13392",3397,58,9,552,50,1710,227,221,128,2301,3,38
"13393",3349,103,25,541,183,1739,252,200,61,1719,1,39
"13394",3420,287,15,997,238,4742,178,238,200,2934,3,39
"13395",3285,207,7,362,58,3955,215,247,167,2372,1,23
"13396",3385,7,11,323,76,3572,207,218,148,3289,3,32
"13397",3323,90,6,30,0,1168,230,230,134,1296,2,38
"13398",3310,174,10,1090,194,2475,226,245,152,2155,3,31
"13399",3273,203,12,390,46,4114,214,251,170,2239,1,23
"13400",3371,343,12,212,6,2580,195,221,165,2438,3,38
"13401",3357,181,10,67,0,2814,224,247,155,618,3,38
"13402",3386,318,7,283,27,1642,202,234,172,785,3,38
"13403",3323,131,17,277,80,2579,245,229,106,2591,1,30
"13404",3270,155,19,212,33,1664,239,238,120,2614,1,30
"13405",3369,290,5,162,10,1541,206,239,172,912,3,38
"13406",3395,75,25,124,56,1894,241,186,61,1022,3,39
"13407",3359,168,15,716,80,4301,230,245,142,2262,3,38
"13408",3384,133,12,781,145,2880,239,234,122,2347,3,39
"13409",3472,315,8,552,159,1132,199,234,174,1380,2,40
"13410",3358,184,14,618,109,4473,223,249,156,2476,3,38
"13411",3204,65,36,540,208,696,227,146,21,1976,1,30
"13412",3232,45,23,60,-10,3401,219,182,87,3818,1,38
"13413",3264,173,15,247,46,3078,228,246,146,2225,1,29
"13414",3304,61,11,134,-10,3056,229,218,121,1883,3,38
"13415",3456,32,22,30,2,1826,209,186,104,1900,2,39
"13416",3646,9,14,1077,291,5143,204,212,144,3676,3,40
"13417",3344,129,39,192,106,3878,249,185,24,3329,3,33
"13418",3511,156,11,450,18,1323,233,241,139,834,2,40
"13419",3402,350,5,382,33,1846,210,231,159,685,3,38
"13420",3310,351,11,638,129,2656,201,222,159,2205,3,38
"13421",3394,343,16,255,35,5250,187,215,166,3451,3,38
"13422",3365,42,11,175,22,3687,222,215,127,2718,3,39
"13423",3357,315,1,376,29,842,217,237,158,2070,3,32
"13424",3453,321,13,616,103,1860,187,227,180,474,3,39
"13425",3301,103,13,216,16,2649,241,224,110,1579,3,38
"13426",3107,330,35,330,111,454,119,176,183,2061,1,30
"13427",3228,55,11,234,23,1639,227,216,121,560,3,39
"13428",3308,104,18,42,10,2410,247,215,89,3979,2,35
"13429",3177,179,13,60,10,2698,225,247,152,2678,1,29
"13430",3809,352,13,934,363,4933,196,217,158,3017,3,40
"13431",3234,22,15,914,107,2177,209,206,130,2223,3,40
"13432",3309,57,13,124,-10,3049,228,213,116,1857,3,38
"13433",3375,101,17,644,209,1771,246,215,92,1771,1,39
"13434",3389,333,8,960,118,1262,202,230,167,1857,3,38
"13435",3411,148,28,247,92,2256,243,224,89,837,3,40
"13436",3287,90,5,153,4,3915,227,232,139,3916,1,38
"13437",3340,332,13,485,95,3368,190,224,173,3387,3,40
"13438",3479,0,9,426,215,1170,206,222,154,1710,2,40
"13439",3284,80,26,30,-18,1776,244,185,56,850,3,39
"13440",3281,210,9,553,54,4289,213,249,171,2032,1,23
"13441",3318,46,16,511,153,3478,223,202,108,1888,3,39
"13442",3447,173,15,895,98,3427,228,246,146,1150,3,36
"13443",3368,164,33,376,184,1832,229,229,103,470,3,39
"13444",3367,14,10,547,128,3120,210,218,144,2401,3,32
"13445",3563,83,32,391,61,2571,244,166,25,3784,1,40
"13446",3307,318,14,134,25,3074,184,227,183,2212,1,39
"13447",3371,351,16,30,7,1557,190,212,158,1801,2,38
"13448",3196,171,37,95,39,1371,217,227,107,741,3,39
"13449",3406,343,11,875,67,1398,199,224,164,1673,3,38
"13450",3509,124,16,30,-2,1786,245,227,106,1844,2,39
"13451",3275,349,10,30,3,3228,202,223,160,2522,3,23
"13452",3387,162,26,395,228,1710,234,236,115,582,3,39
"13453",3414,8,19,450,202,4375,194,198,138,3788,3,39
"13454",3290,143,42,124,61,3922,239,193,38,3242,3,33
"13455",3331,355,3,780,36,767,215,234,157,1177,3,32
"13456",3461,62,13,636,112,3438,230,213,113,1319,3,37
"13457",3376,27,11,42,7,4606,215,217,137,4535,3,35
"13458",3364,201,11,85,5,4322,216,250,168,3434,3,33
"13459",3415,339,15,842,76,1438,186,217,169,1631,3,38
"13460",3380,297,12,371,58,3895,187,236,189,1952,3,38
"13461",3700,348,9,1213,254,5274,203,225,161,3616,3,40
"13462",3248,352,12,134,8,2045,199,220,158,309,3,35
"13463",3382,176,9,350,18,2423,225,245,153,430,3,38
"13464",3360,128,8,60,-3,2854,234,235,132,702,3,38
"13465",3241,52,21,42,-4,3430,226,190,88,3803,1,38
"13466",3286,163,41,216,129,1448,222,214,82,700,3,39
"13467",3281,79,10,190,-15,3058,233,223,121,1992,3,38
"13468",3382,113,12,67,3,2611,240,228,117,1266,3,39
"13469",3308,12,15,67,6,3761,204,209,140,2188,1,37
"13470",3150,169,14,90,12,2215,230,245,144,2741,1,29
"13471",3225,143,25,127,31,1806,246,225,91,309,3,39
"13472",3355,131,5,30,4,2561,228,237,143,492,3,35
"13473",3365,93,9,277,43,1974,235,226,121,3315,1,38
"13474",3381,306,15,42,4,5079,176,230,193,3751,3,38
"13475",3322,47,16,408,-26,3333,224,203,109,1816,3,39
"13476",3399,6,18,577,205,4173,195,202,141,3651,3,39
"13477",3329,112,13,247,6,2605,242,226,112,2577,1,30
"13478",3210,45,27,659,3,837,215,169,72,1939,1,30
"13479",3257,203,2,108,1,3508,218,240,159,3852,1,38
"13480",3445,318,7,878,106,1530,202,234,172,1570,3,40
"13481",3391,167,9,335,-5,2393,227,244,149,371,3,38
"13482",3362,97,11,212,39,2366,239,224,114,2624,1,39
"13483",3391,93,23,210,79,2434,249,199,67,2018,3,39
"13484",3452,60,5,780,103,3437,224,229,140,1401,3,37
"13485",3409,357,17,426,61,3893,192,208,152,3395,3,40
"13486",3372,39,10,268,-24,2103,221,219,132,3482,1,38
"13487",2884,169,27,524,218,2250,229,239,124,1932,3,4
"13488",3377,90,2,499,38,1440,222,236,150,2387,3,32
"13489",3267,356,13,1120,250,2143,198,216,155,2067,3,38
"13490",3342,86,21,228,20,2015,245,200,75,3330,1,38
"13491",3383,158,9,330,71,1410,231,242,143,2881,1,38
"13492",3330,330,12,524,85,3381,192,226,173,3429,3,40
"13493",3329,255,5,90,11,1148,209,243,172,1756,3,38
"13494",3500,117,12,450,7,1263,240,229,118,787,2,40
"13495",3282,214,14,421,55,4089,207,252,179,2230,1,23
"13496",3343,353,16,124,41,2416,190,210,156,532,3,39
"13497",3228,144,6,30,1,4123,230,239,143,2549,1,38
"13498",3306,183,15,750,79,4417,223,249,154,1832,1,38
"13499",3698,330,5,1142,252,5407,207,233,165,3705,3,40
"13500",3401,81,9,875,191,785,233,224,123,90,2,38
"13501",3387,357,18,558,39,3971,188,203,150,3522,3,40
"13502",3436,6,18,541,88,4094,195,201,140,3459,3,39
"13503",3401,33,19,685,227,3389,213,195,111,1731,3,39
"13504",3418,54,8,466,69,2609,225,223,131,1452,3,38
"13505",3443,138,20,85,36,4142,246,228,100,4112,3,33
"13506",3408,95,11,595,175,2126,238,224,116,1516,1,35
"13507",3224,99,24,192,58,1415,251,200,65,1371,1,30
"13508",3373,174,13,190,14,4265,227,246,148,3363,3,33
"13509",3411,152,11,182,6,2934,234,240,136,836,3,35
"13510",3399,317,11,300,23,2885,192,231,179,2079,1,39
"13511",3351,76,14,228,38,2418,236,214,106,2592,1,39
"13512",3386,127,9,42,6,2696,236,234,128,1321,3,39
"13513",3506,306,15,371,59,1455,177,230,193,1914,2,40
"13514",3355,153,8,85,-8,2913,231,241,142,607,3,38
"13515",3362,310,11,90,12,2724,190,233,183,2313,1,39
"13516",3395,17,13,566,156,3197,209,213,139,2014,3,39
"13517",3498,0,7,469,153,1324,210,227,155,1742,2,40
"13518",3441,122,14,379,44,2247,243,228,110,3503,1,40
"13519",3315,99,26,323,82,2081,252,195,54,1368,1,39
"13520",3282,341,16,1140,265,1994,184,214,168,2087,3,39
"13521",3291,114,11,360,109,2758,240,229,118,3183,3,39
"13522",3409,285,15,67,15,5175,179,239,200,3840,3,38
"13523",3380,234,8,430,58,3787,206,248,178,2170,3,38
"13524",3226,16,14,787,101,2163,207,209,137,2310,3,38
"13525",3412,135,29,335,183,3725,250,213,68,3061,3,39
"13526",3535,108,14,95,42,1452,243,223,106,1129,2,40
"13527",3264,298,26,339,79,4245,139,220,217,2333,3,39
"13528",3344,83,9,457,33,872,233,224,122,2580,3,31
"13529",3449,34,11,446,202,1061,219,217,133,1546,2,40
"13530",3323,192,26,212,88,2295,208,249,160,735,3,39
"13531",3379,135,9,85,9,4356,235,236,133,4199,3,23
"13532",3323,132,11,42,0,1146,238,234,125,1266,2,38
"13533",3222,356,20,42,4,4093,183,199,151,1310,1,38
"13534",3384,196,7,0,0,2778,219,246,162,541,3,38
"13535",3290,331,21,268,54,1972,168,210,179,450,3,39
"13536",3364,88,6,30,-2,4549,230,229,133,4401,3,23
"13537",3365,273,9,277,43,3836,195,243,187,1911,3,38
"13538",3531,345,14,552,139,1440,191,217,164,1964,2,40
"13539",3330,208,7,524,35,1031,215,247,167,1302,3,32
"13540",3225,207,8,85,3,3944,215,247,168,2635,1,23
"13541",3370,57,17,170,-21,3616,229,201,98,2630,1,37
"13542",3425,203,12,990,76,3245,214,250,170,1350,3,38
"13543",3141,333,5,60,2,2154,208,233,164,2574,1,30
"13544",3344,74,16,256,-4,3180,237,208,98,1691,3,39
